run_key,case_id,instance_seed,solver_seed,solver_repeat,model_id,physical_instance_hash,scenario_family,zone,planning_model,max_evaluations,evaluation_space,point_index,F1,F2,F3
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,WEN38,1,60000,0,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,500,planning,12,2.615424297044368,95595.66666666667,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,WEN38,1,60000,0,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,500,planning,13,2.623936721466862,138323.6666666667,-0.27640733712996735
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,WEN38,1,60000,0,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,500,planning,14,2.625708514521433,137953.0,-0.27640733712996735
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,WEN38,1,60000,0,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,500,planning,15,2.6443045238338136,115276.66666666669,-0.4349222030141391
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,WEN38,1,60000,0,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,500,planning,16,2.6513031063993626,94550.66666666667,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,WEN38,1,60000,0,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,500,planning,17,2.813422170893209,100573.66666666669,-0.3947089947105269
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,WEN38,1,60000,0,PR1_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,Full,500,planning,0,2.460869941929812,122940.33333333333,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,WEN38,1,60000,0,PR1_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,Full,500,planning,1,2.4636498837653784,105643.33333333333,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,WEN38,1,60000,0,PR1_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,Full,500,planning,2,2.4659920070583734,104801.66666666666,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,WEN38,1,60000,0,PR1_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,Full,500,planning,3,2.468174745302771,104723.66666666666,-0.0
